City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Date
268,Butaritari,KI,3.07,172.79,82.02,79,100,17.67,overcast clouds,2021-01-05 06:17:44
269,Kvarkeno,RU,52.08,59.73,3.18,91,96,4.36,overcast clouds,2021-01-05 06:17:44
270,Monrovia,LR,6.3,-10.8,77.0,94,75,4.36,broken clouds,2021-01-05 06:17:44
271,Lanzhou,CN,36.06,103.79,19.4,44,0,2.24,clear sky,2021-01-05 06:17:45
272,Devonport,AU,-41.17,146.35,71.01,61,68,1.01,broken clouds,2021-01-05 06:17:45
273,Dawei,MM,14.08,98.2,92.64,38,61,1.07,broken clouds,2021-01-05 06:17:45
274,Kungurtug,RU,50.6,97.52,-17.3,79,100,3.11,overcast clouds,2021-01-05 06:17:45
275,Port Lincoln,AU,-34.73,135.87,64.0,66,85,19.33,overcast clouds,2021-01-05 06:17:46
276,Tiksi,RU,71.69,128.87,-13.59,89,98,10.63,overcast clouds,2021-01-05 06:17:46
277,Airai,TL,-8.93,125.41,68.88,100,96,2.35,moderate rain,2021-01-05 06:17:46
278,Kamyshin,RU,50.1,45.42,20.46,98,100,9.13,overcast clouds,2021-01-05 06:17:46
279,Kuhdasht,IR,33.53,47.61,42.8,45,0,9.17,clear sky,2021-01-05 06:17:47
280,Griffith,US,41.53,-87.42,28.99,100,90,3.36,overcast clouds,2021-01-05 06:13:30
281,Haines Junction,CA,60.75,-137.51,3.94,89,100,1.63,overcast clouds,2021-01-05 06:17:47
282,Aden,YE,12.78,45.04,76.98,75,8,14.65,clear sky,2021-01-05 06:12:59
283,Axim,GH,4.87,-2.24,78.84,88,56,8.68,broken clouds,2021-01-05 06:17:47
284,Dharmadam,IN,11.78,75.43,86.0,62,20,5.82,few clouds,2021-01-05 06:17:48
285,Quebo,GW,11.33,-14.93,65.8,62,3,2.64,clear sky,2021-01-05 06:17:48
286,Trincomalee,LK,8.57,81.23,80.58,81,95,10.13,light rain,2021-01-05 06:17:48
287,Palmer,US,42.16,-72.33,30.0,100,90,3.51,overcast clouds,2021-01-05 06:17:48
288,Westport,US,41.14,-73.36,34.0,80,1,4.7,clear sky,2021-01-05 06:16:10
289,Rosarito,MX,32.33,-117.03,51.8,87,75,8.21,mist,2021-01-05 06:17:49
290,Te Anau,NZ,-45.42,167.72,54.66,91,99,0.43,overcast clouds,2021-01-05 06:17:49
291,Codrington,AU,-38.27,141.97,57.81,83,100,15.52,overcast clouds,2021-01-05 06:17:49
292,Manica,FR,49.0,-1.17,35.6,98,0,2.24,clear sky,2021-01-05 06:17:50
293,Novopokrovka,UA,49.84,36.55,30.2,92,90,17.9,overcast clouds,2021-01-05 06:17:50
294,Tocopilla,CL,-22.09,-70.2,67.57,69,36,1.21,scattered clouds,2021-01-05 06:17:50
295,Havelock,US,34.88,-76.9,41.0,93,75,1.99,broken clouds,2021-01-05 06:16:22
296,Coihaique,CL,-45.58,-72.07,46.4,75,0,4.7,clear sky,2021-01-05 06:17:50
297,Berdigestyakh,RU,62.1,126.7,-36.33,82,100,3.83,overcast clouds,2021-01-05 06:17:51
298,Nur,PL,52.67,22.32,39.0,92,100,8.01,light rain,2021-01-05 06:17:51
299,Goderich,CA,43.75,-81.72,32.0,93,98,6.93,overcast clouds,2021-01-05 06:17:51
300,Krokeai,GR,36.88,22.55,51.01,100,20,4.18,mist,2021-01-05 06:17:51
301,Great Falls,US,47.5,-111.3,44.6,48,1,12.75,clear sky,2021-01-05 06:17:51
302,Bandarbeyla,SO,9.49,50.81,75.11,60,39,20.42,scattered clouds,2021-01-05 06:17:52
303,Kahului,US,20.89,-156.47,75.2,73,40,14.99,light rain,2021-01-05 06:17:52
304,Pangody,RU,65.85,74.49,-16.55,88,61,10.29,broken clouds,2021-01-05 06:17:52
305,Guerrero Negro,MX,27.98,-114.06,58.84,85,61,10.54,broken clouds,2021-01-05 06:17:52
306,Cancun,MX,21.17,-86.85,77.0,94,90,5.82,light rain,2021-01-05 06:16:27
307,Tanout,NE,14.97,8.89,68.45,23,0,8.79,clear sky,2021-01-05 06:17:53
308,High Level,CA,58.52,-117.14,-0.4,84,90,4.7,overcast clouds,2021-01-05 06:17:53
309,Chapais,CA,49.78,-74.85,19.4,92,90,11.41,overcast clouds,2021-01-05 06:17:53
310,Awjilah,LY,29.11,21.29,51.03,78,79,10.54,broken clouds,2021-01-05 06:17:54
311,Xixiang,CN,35.16,112.86,38.61,58,80,3.4,broken clouds,2021-01-05 06:17:54
312,Ishigaki,JP,24.34,124.16,69.8,88,75,21.92,broken clouds,2021-01-05 06:17:54
313,Leshukonskoye,RU,64.9,45.76,2.95,94,88,4.18,overcast clouds,2021-01-05 06:17:54
314,Waipawa,NZ,-41.41,175.52,68.0,77,50,23.04,scattered clouds,2021-01-05 06:17:55
315,Kavaratti,IN,10.57,72.64,86.0,66,40,4.7,light rain,2021-01-05 06:17:55
316,Itaituba,BR,-4.28,-55.98,73.71,87,61,1.16,broken clouds,2021-01-05 06:17:55
317,Nyahururu,KE,0.04,36.37,60.35,60,48,8.21,scattered clouds,2021-01-05 06:16:22
318,Santa Maria,BR,-29.68,-53.81,69.94,89,100,3.51,light rain,2021-01-05 06:17:56
319,Vikindu,TZ,-7.01,39.3,82.4,83,75,18.34,light rain,2021-01-05 06:17:56
320,Chulucanas,PE,-5.09,-80.16,74.55,63,100,4.14,overcast clouds,2021-01-05 06:17:56
321,Rochegda,RU,62.8,43.25,8.17,96,98,3.6,overcast clouds,2021-01-05 06:17:57
322,Bilma,NE,18.69,12.92,69.71,22,0,5.73,clear sky,2021-01-05 06:17:57
323,Aitape,PG,-3.14,142.35,84.52,72,100,7.09,light rain,2021-01-05 06:17:57
324,Coquimbo,CL,-29.95,-71.34,59.0,87,57,3.36,broken clouds,2021-01-05 06:17:57
325,Carnaiba,BR,-8.7,-37.67,68.9,84,0,5.48,clear sky,2021-01-05 06:17:58
326,Kudahuvadhoo,MV,2.67,72.89,83.14,71,85,4.79,heavy intensity rain,2021-01-05 06:17:58
327,Kavieng,PG,-2.57,150.8,85.87,70,68,12.39,broken clouds,2021-01-05 06:17:58
328,Dauriya,RU,49.93,116.87,-11.16,82,100,15.66,overcast clouds,2021-01-05 06:17:59
329,Puerto Suarez,BO,-18.95,-57.8,70.97,95,100,4.72,light rain,2021-01-05 06:17:59
330,La Rioja,ES,42.25,-2.5,35.6,74,75,12.75,broken clouds,2021-01-05 06:13:05
331,Khomeyn,IR,33.64,50.08,31.19,88,0,2.28,clear sky,2021-01-05 06:17:59
332,Omuta,JP,33.03,130.45,53.01,50,75,8.05,broken clouds,2021-01-05 06:17:59
333,Jacareacanga,BR,-6.22,-57.75,72.9,89,88,1.52,overcast clouds,2021-01-05 06:18:00
334,Richards Bay,ZA,-28.78,32.04,77.86,82,98,13.09,overcast clouds,2021-01-05 06:18:00
335,Smoky Lake,CA,54.12,-112.47,26.6,63,90,2.24,overcast clouds,2021-01-05 06:18:02
336,Hofn,IS,64.25,-15.21,37.26,76,62,4.09,broken clouds,2021-01-05 06:18:02
337,Northam,GB,51.03,-4.22,37.99,77,77,11.01,broken clouds,2021-01-05 06:18:02
338,Dikson,RU,73.51,80.55,7.12,94,100,27.63,overcast clouds,2021-01-05 06:18:03
339,Vanavara,RU,60.34,102.28,-21.12,86,100,8.97,overcast clouds,2021-01-05 06:18:03
340,Suba,PH,10.84,121.01,82.67,75,100,23.35,overcast clouds,2021-01-05 06:18:03
341,Kirakira,SB,-10.45,161.92,84.87,63,100,3.0,overcast clouds,2021-01-05 06:18:04
342,Seddon,AU,-37.81,144.89,66.99,93,75,17.22,broken clouds,2021-01-05 06:18:04
343,Itarema,BR,-2.92,-39.92,79.2,81,43,10.83,scattered clouds,2021-01-05 06:18:04
344,Tanggu,CN,39.02,117.65,26.6,19,0,11.18,clear sky,2021-01-05 06:18:04
345,Sarangani,PH,5.4,125.46,82.56,78,99,21.43,light rain,2021-01-05 06:18:04
346,Aswan,EG,24.09,32.91,62.71,39,0,8.63,clear sky,2021-01-05 06:18:05
347,Hasaki,JP,35.73,140.83,48.99,76,75,9.17,broken clouds,2021-01-05 06:18:05
348,Buala,SB,-8.14,159.59,86.05,63,98,7.14,overcast clouds,2021-01-05 06:18:05
349,Luderitz,NA,-26.65,15.16,68.0,88,78,1.12,broken clouds,2021-01-05 06:18:05
350,Kudinovo,RU,55.0,36.25,30.2,92,90,8.95,overcast clouds,2021-01-05 06:18:06
351,Nong Han,TH,17.36,103.11,86.0,48,0,6.93,clear sky,2021-01-05 06:18:06
352,Hearst,CA,49.68,-83.67,32.0,97,100,3.36,overcast clouds,2021-01-05 06:18:06
353,Nizhniy Baskunchak,RU,48.22,46.83,23.63,93,100,14.47,overcast clouds,2021-01-05 06:18:06
354,Taft,IR,31.75,54.21,39.2,44,20,4.54,few clouds,2021-01-05 06:18:06
355,Suez,EG,29.97,32.53,61.02,76,5,8.34,clear sky,2021-01-05 06:18:07
356,Plettenberg Bay,ZA,-34.05,23.37,69.75,91,70,3.42,light rain,2021-01-05 06:18:07
357,Port Elizabeth,ZA,-33.92,25.57,73.4,94,90,5.82,overcast clouds,2021-01-05 06:18:07
358,Changping,CN,40.22,116.22,28.4,16,0,15.66,clear sky,2021-01-05 06:18:07
359,Zhuhai,CN,22.28,113.57,73.99,56,0,5.82,clear sky,2021-01-05 06:13:50
360,Klin,RU,56.33,36.73,28.4,92,90,6.71,light snow,2021-01-05 06:17:36
361,Mengyin,CN,35.71,117.93,29.5,80,49,4.36,scattered clouds,2021-01-05 06:18:08
362,Dawson Creek,CA,55.77,-120.24,15.8,85,1,3.36,clear sky,2021-01-05 06:15:06
363,Freeport,US,40.66,-73.58,37.4,80,40,5.82,scattered clouds,2021-01-05 06:15:18
364,Fare,PF,-16.7,-151.02,81.95,72,100,17.34,light rain,2021-01-05 06:18:08
365,Rovinari,RO,44.92,23.18,44.8,87,100,6.08,moderate rain,2021-01-05 06:18:09
366,Souillac,MU,-20.52,57.52,82.4,69,40,11.41,scattered clouds,2021-01-05 06:18:09
367,Tete,MZ,-16.16,33.59,82.4,74,20,4.7,few clouds,2021-01-05 06:18:10
368,Xuanhua,CN,40.61,115.04,15.64,62,0,12.62,clear sky,2021-01-05 06:13:48
369,Port-De-Bouc,FR,43.4,4.98,33.8,86,90,10.29,mist,2021-01-05 06:18:11
370,Koungou,YT,-12.73,45.2,86.0,70,0,13.87,light rain,2021-01-05 06:18:11
371,Biryusinsk,RU,55.96,97.82,-18.44,85,87,9.33,overcast clouds,2021-01-05 06:18:11
372,Lompoc,US,34.64,-120.46,54.0,93,90,8.05,mist,2021-01-05 06:18:11
373,Albanel,CA,48.88,-72.45,19.4,92,21,5.82,few clouds,2021-01-05 06:18:12
374,Baruun-Urt,MN,46.68,113.28,-13.36,87,96,1.48,overcast clouds,2021-01-05 06:18:12
375,Cidreira,BR,-30.18,-50.21,72.54,76,100,15.3,overcast clouds,2021-01-05 06:18:12
376,Ati,TD,13.22,18.34,71.01,21,0,9.69,clear sky,2021-01-05 06:18:12
377,Eregli,TR,37.51,34.05,41.04,66,41,0.85,scattered clouds,2021-01-05 06:18:13
378,Ambilobe,MG,-13.2,49.05,84.24,69,0,3.04,clear sky,2021-01-05 06:18:13
379,Vila Velha,BR,-20.33,-40.29,77.0,83,75,8.05,broken clouds,2021-01-05 06:15:12
380,Rumford,US,44.55,-70.55,26.01,92,100,1.01,overcast clouds,2021-01-05 06:18:13
381,Batemans Bay,AU,-35.72,150.18,72.0,80,91,3.0,overcast clouds,2021-01-05 06:18:13
382,Lavrentiya,RU,65.58,-171.0,-8.0,88,9,11.03,clear sky,2021-01-05 06:18:14
383,Broken Hill,AU,-31.95,141.43,80.6,24,0,17.22,clear sky,2021-01-05 06:18:14
384,Jasper,US,37.2,-94.35,35.01,92,1,3.36,clear sky,2021-01-05 06:18:14
385,Narsaq,GL,60.92,-46.05,28.4,54,99,3.36,light snow,2021-01-05 06:18:15
386,Kijang,KR,35.24,129.21,42.8,30,0,12.75,clear sky,2021-01-05 06:17:22
387,Acoyapa,NI,11.97,-85.17,70.3,89,6,8.01,clear sky,2021-01-05 06:18:15
388,Nosy Varika,MG,-20.58,48.53,81.95,63,1,2.35,clear sky,2021-01-05 06:18:15
389,Kimbe,PG,-5.55,150.14,86.4,70,56,4.21,light rain,2021-01-05 06:18:15
390,Whitehaven,GB,54.55,-3.58,32.0,95,27,4.0,scattered clouds,2021-01-05 06:18:16
391,Along,IN,28.17,94.77,75.7,28,23,1.05,few clouds,2021-01-05 06:18:16
392,Tasiilaq,GL,65.61,-37.64,17.6,48,2,3.36,clear sky,2021-01-05 06:18:16
393,Arica,CL,-18.48,-70.3,69.8,73,35,1.12,scattered clouds,2021-01-05 06:17:14
394,Isangel,VU,-19.55,169.27,82.4,83,90,5.08,overcast clouds,2021-01-05 06:18:17
395,Yendi,GH,9.44,-0.01,73.62,29,12,2.57,few clouds,2021-01-05 06:13:24
396,Rio Verde De Mato Grosso,BR,-18.92,-54.84,70.54,89,100,4.23,overcast clouds,2021-01-05 06:18:17
397,Buin,CL,-33.73,-70.75,59.0,51,0,9.17,clear sky,2021-01-05 06:18:17
398,Qasigiannguit,GL,68.82,-51.19,4.84,92,100,4.97,overcast clouds,2021-01-05 06:18:18
399,Lashio,MM,22.93,97.75,80.76,36,100,2.51,overcast clouds,2021-01-05 06:13:42
400,Erenhot,CN,43.65,111.98,0.55,82,96,17.47,overcast clouds,2021-01-05 06:18:18
401,Alice Springs,AU,-23.7,133.88,77.0,60,90,11.41,overcast clouds,2021-01-05 06:18:18
402,Swellendam,ZA,-34.02,20.44,69.8,73,40,9.17,scattered clouds,2021-01-05 06:18:19
403,Benghazi,LY,32.12,20.07,58.35,55,93,6.91,overcast clouds,2021-01-05 06:18:19
404,Mersing,MY,2.43,103.84,80.6,88,20,8.05,few clouds,2021-01-05 06:18:19
405,Qujing,CN,25.48,103.78,62.6,47,83,13.94,broken clouds,2021-01-05 06:18:19
406,Yulara,AU,-25.24,130.99,84.2,26,40,14.99,scattered clouds,2021-01-05 06:18:20
407,Asosa,ET,10.07,34.53,74.77,24,0,5.44,clear sky,2021-01-05 06:18:20
408,Mandurah,AU,-32.55,115.7,90.0,22,0,18.34,clear sky,2021-01-05 06:18:20
409,Chipinge,ZW,-20.19,32.62,73.98,76,0,1.16,clear sky,2021-01-05 06:18:20
410,Luena,AO,-11.78,19.92,63.68,93,99,5.21,overcast clouds,2021-01-05 06:18:21
411,Tianpeng,CN,30.99,103.94,55.0,1,49,4.65,scattered clouds,2021-01-05 06:18:21
412,Berlevag,NO,70.86,29.09,39.2,80,75,12.75,broken clouds,2021-01-05 06:18:21
413,Tuatapere,NZ,-46.13,167.68,62.01,75,63,1.99,broken clouds,2021-01-05 06:18:21
414,Matias Barbosa,BR,-21.87,-43.32,66.0,98,57,1.01,broken clouds,2021-01-05 06:18:22
415,Ituporanga,BR,-27.41,-49.6,71.01,96,98,1.48,light rain,2021-01-05 06:18:22
416,Granada,ES,37.25,-3.25,33.01,68,99,1.59,overcast clouds,2021-01-05 06:18:22
417,Margate,GB,51.38,1.39,41.0,80,100,5.01,overcast clouds,2021-01-05 06:18:22
418,Joshimath,IN,30.57,79.57,47.59,54,100,8.23,overcast clouds,2021-01-05 06:18:23
419,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,23.0,57,40,4.47,scattered clouds,2021-01-05 06:18:23
420,Samana,DO,19.21,-69.34,70.88,78,0,6.08,clear sky,2021-01-05 06:18:23
421,Antalaha,MG,-14.9,50.28,82.31,66,21,2.64,light rain,2021-01-05 06:18:23
422,Oranjestad,AW,12.52,-70.03,73.4,94,75,18.34,light intensity shower rain,2021-01-05 06:18:24
423,Clinton,US,42.59,-82.92,33.01,96,90,5.82,overcast clouds,2021-01-05 06:18:24
424,Nansio,TZ,-2.13,33.05,69.8,83,40,4.47,light rain,2021-01-05 06:18:24
425,Blitar,ID,-8.1,112.17,84.06,72,94,7.38,moderate rain,2021-01-05 06:13:34
426,Salur,IN,18.53,83.22,82.8,32,48,4.54,scattered clouds,2021-01-05 06:18:25
427,Noumea,NC,-22.28,166.46,80.6,88,84,8.05,broken clouds,2021-01-05 06:18:25
428,Samarai,PG,-10.62,150.67,86.56,72,95,13.67,overcast clouds,2021-01-05 06:18:25
429,Touros,BR,-5.2,-35.46,77.0,88,40,5.82,scattered clouds,2021-01-05 06:18:23
430,Port-Gentil,GA,-0.72,8.78,78.8,94,75,2.24,mist,2021-01-05 06:18:26
431,Taoudenni,ML,22.68,-3.98,61.97,27,75,4.09,broken clouds,2021-01-05 06:18:26
432,Port Washington,US,40.83,-73.7,39.2,69,90,6.93,overcast clouds,2021-01-05 06:15:09
433,Nyuksenitsa,RU,60.41,44.24,11.79,96,76,5.1,broken clouds,2021-01-05 06:18:26
434,San Quintin,MX,30.48,-115.95,55.99,89,94,4.65,overcast clouds,2021-01-05 06:18:27
435,Callaway,US,30.15,-85.57,48.2,81,1,4.99,clear sky,2021-01-05 06:18:27
436,Shakawe,BW,-18.37,21.85,72.09,75,69,5.26,broken clouds,2021-01-05 06:18:27
437,Port-Cartier,CA,50.03,-66.87,25.0,85,100,6.93,overcast clouds,2021-01-05 06:18:27
438,Kieta,PG,-6.22,155.63,84.52,66,70,2.17,light rain,2021-01-05 06:18:28
439,Saint Thomas,BB,13.18,-59.58,77.0,69,20,13.87,few clouds,2021-01-05 06:18:28
440,Namatanai,PG,-3.67,152.43,85.48,65,59,9.26,broken clouds,2021-01-05 06:18:28
441,Akyab,MM,20.15,92.9,81.14,43,45,5.5,scattered clouds,2021-01-05 06:18:28
442,Vanimo,PG,-2.67,141.3,84.24,74,100,6.85,light rain,2021-01-05 06:18:28
443,Khorixas,NA,-20.37,14.97,67.62,57,87,1.48,overcast clouds,2021-01-05 06:18:29
444,Yerbogachen,RU,61.28,108.01,-23.35,85,100,10.51,light snow,2021-01-05 06:18:29
445,Norden,DE,53.6,7.2,37.0,82,100,13.0,overcast clouds,2021-01-05 06:18:29
446,Daloa,CI,6.88,-6.45,74.84,88,56,4.47,broken clouds,2021-01-05 06:18:29
447,San Vicente,AR,-26.62,-54.13,65.46,100,99,1.12,moderate rain,2021-01-05 06:15:14
448,Severo-Yeniseyskiy,RU,60.37,93.04,-14.24,90,98,4.43,overcast clouds,2021-01-05 06:18:30
449,Moose Factory,CA,51.26,-80.61,33.8,86,90,8.05,overcast clouds,2021-01-05 06:18:30
450,Tahta,EG,26.77,31.5,48.2,87,0,3.36,mist,2021-01-05 06:18:30
451,Carahue,CL,-38.7,-73.17,48.2,100,0,4.7,clear sky,2021-01-05 06:18:30
452,Preobrazheniye,RU,42.9,133.91,14.56,69,0,6.02,clear sky,2021-01-05 06:18:30
453,Jumla,NP,29.27,82.18,56.34,36,100,5.21,overcast clouds,2021-01-05 06:15:07
454,Solano,US,38.23,-121.95,48.99,100,1,12.75,clear sky,2021-01-05 06:18:31
455,Maragogi,BR,-9.01,-35.22,76.41,81,42,7.67,scattered clouds,2021-01-05 06:17:28
456,Wagga Wagga,AU,-35.12,147.37,84.99,30,0,13.87,clear sky,2021-01-05 06:18:31
457,Tomakomai,JP,42.64,141.6,24.8,45,20,5.82,few clouds,2021-01-05 06:18:31
458,La Tuque,CA,47.43,-72.78,21.2,92,44,1.9,scattered clouds,2021-01-05 06:18:32
459,Iqaluit,CA,63.75,-68.51,-16.01,68,75,2.24,broken clouds,2021-01-05 06:18:32
460,Batagay-Alyta,RU,67.8,130.41,-23.93,84,87,2.04,overcast clouds,2021-01-05 06:18:32
461,Lagoa,PT,39.05,-27.98,60.93,82,100,28.14,overcast clouds,2021-01-05 06:18:33
462,Straumen,NO,63.87,11.3,28.99,92,0,3.36,clear sky,2021-01-05 06:18:33
463,Trairi,BR,-3.28,-39.27,78.6,81,78,8.57,light rain,2021-01-05 06:15:20
464,Paripiranga,BR,-10.69,-37.86,67.24,99,29,3.74,scattered clouds,2021-01-05 06:18:33
465,Xai-Xai,MZ,-25.05,33.64,80.13,71,15,4.94,few clouds,2021-01-05 06:18:33
466,Svatove,UA,49.41,38.15,29.3,96,100,16.4,overcast clouds,2021-01-05 06:18:34
467,Rudnaya Pristan,RU,44.36,135.81,10.49,75,0,7.92,clear sky,2021-01-05 06:18:34
468,Belen,TR,36.49,36.22,46.4,61,20,8.05,few clouds,2021-01-05 06:18:34
469,Huarmey,PE,-10.07,-78.15,69.46,88,89,4.54,overcast clouds,2021-01-05 06:18:35
470,Lagdo,CM,9.05,13.73,70.14,27,0,2.89,clear sky,2021-01-05 06:18:35
471,Ugoofaaru,MV,5.67,73.0,82.36,78,99,13.98,overcast clouds,2021-01-05 06:18:35
472,Kaeo,NZ,-35.1,173.78,73.99,65,10,5.99,clear sky,2021-01-05 06:18:35
473,Namibe,AO,-15.2,12.15,71.33,78,87,5.7,overcast clouds,2021-01-05 06:18:35
474,Dombarovskiy,RU,50.76,59.54,4.39,87,96,3.13,overcast clouds,2021-01-05 06:18:36
475,Aparecida,BR,-22.85,-45.23,66.0,92,100,1.83,overcast clouds,2021-01-05 06:18:36
476,Corsicana,US,32.1,-96.47,50.0,57,1,4.7,clear sky,2021-01-05 06:16:47
477,Vilyuysk,RU,63.76,121.62,-36.24,82,41,5.44,scattered clouds,2021-01-05 06:18:36
478,Bubaque,GW,11.28,-15.83,80.38,51,6,8.68,clear sky,2021-01-05 06:18:36
479,Santa Teresa,VE,10.23,-66.66,73.4,100,20,2.04,few clouds,2021-01-05 06:18:37
480,Sagaing,MM,21.88,95.98,78.8,54,86,3.36,overcast clouds,2021-01-05 06:18:37
481,Sindor,RU,62.86,51.89,8.04,96,85,4.16,overcast clouds,2021-01-05 06:18:37
482,Saint-Pierre,RE,-21.34,55.48,84.2,62,75,21.92,broken clouds,2021-01-05 06:18:37
483,Praia Da Vitoria,PT,38.73,-27.07,59.0,93,75,28.54,broken clouds,2021-01-05 06:18:37
484,Nouakchott,MR,18.09,-15.98,66.2,29,0,9.17,clear sky,2021-01-05 06:18:38
485,Bilibino,RU,68.05,166.44,-30.96,81,100,3.29,overcast clouds,2021-01-05 06:18:38
486,Labuhan,ID,-6.88,112.21,81.36,85,92,19.3,moderate rain,2021-01-05 06:18:38
487,Krasnyy Chikoy,RU,50.36,108.75,-17.48,77,92,11.99,overcast clouds,2021-01-05 06:18:38
488,Aiken,US,33.58,-81.6,42.01,86,1,4.7,clear sky,2021-01-05 06:15:04
489,Tiarei,PF,-17.53,-149.33,78.8,74,75,6.93,shower rain,2021-01-05 06:18:39
490,Meulaboh,ID,4.14,96.13,86.61,62,45,9.26,scattered clouds,2021-01-05 06:18:39
491,Hervey Bay,AU,-25.3,152.85,87.8,52,100,14.99,overcast clouds,2021-01-05 06:18:39
492,Stromness,GB,58.97,-3.3,35.6,74,99,8.05,overcast clouds,2021-01-05 06:18:39
493,Dukat,RU,62.55,155.55,-34.65,82,100,4.18,overcast clouds,2021-01-05 06:18:40
494,Aklavik,CA,68.22,-135.01,-13.0,75,83,5.82,broken clouds,2021-01-05 06:18:40
495,Burlington,US,39.88,-74.64,39.2,86,20,3.09,few clouds,2021-01-05 06:14:00
496,Saint-Joseph,RE,-21.37,55.62,84.2,62,75,21.92,broken clouds,2021-01-05 06:18:41
497,Polunochnoye,RU,60.87,60.42,-5.96,93,100,2.82,overcast clouds,2021-01-05 06:18:41
498,Bakreswar,IN,23.88,87.37,66.2,63,99,3.36,haze,2021-01-05 06:18:41
499,Nelson Bay,AU,-32.72,152.15,86.0,42,18,13.87,few clouds,2021-01-05 06:18:41
500,Vostok,RU,46.49,135.88,-5.4,84,70,6.08,broken clouds,2021-01-05 06:18:41
501,Hay River,CA,60.82,-115.8,-22.0,67,97,3.36,overcast clouds,2021-01-05 06:15:06
502,Gari,RU,59.43,62.35,-4.38,92,87,6.15,overcast clouds,2021-01-05 06:18:42
503,Tezu,IN,27.92,96.17,79.88,20,0,3.56,clear sky,2021-01-05 06:18:42
504,Morondava,MG,-20.28,44.28,84.16,73,29,3.65,moderate rain,2021-01-05 06:18:42
505,Bambanglipuro,ID,-7.95,110.28,85.98,65,88,10.42,light rain,2021-01-05 06:18:43
506,Antofagasta,CL,-23.65,-70.4,64.4,88,40,6.93,scattered clouds,2021-01-05 06:16:48
507,Dandong,CN,40.13,124.39,14.83,61,0,11.77,clear sky,2021-01-05 06:18:43
508,Sola,VU,-13.88,167.55,83.8,71,100,8.75,overcast clouds,2021-01-05 06:18:43
509,Mansa,IN,29.98,75.38,69.51,61,92,8.93,light rain,2021-01-05 06:18:43
510,Flin Flon,CA,54.77,-101.86,0.97,93,0,4.14,clear sky,2021-01-05 06:18:44
511,Nuuk,GL,64.18,-51.72,19.4,92,100,3.36,light snow,2021-01-05 06:18:44
512,Labuan,MY,5.28,115.24,86.0,70,20,4.7,few clouds,2021-01-05 06:18:44
513,Launceston,AU,-41.45,147.17,73.0,49,60,10.29,broken clouds,2021-01-05 06:18:44
514,Verkhnevilyuysk,RU,63.45,120.32,-28.75,83,98,5.14,overcast clouds,2021-01-05 06:18:44
515,Ahuimanu,US,21.44,-157.84,75.2,73,75,12.75,light rain,2021-01-05 06:16:21
516,Ascona,CH,46.15,8.77,35.6,100,40,1.12,light snow,2021-01-05 06:18:45
517,Muros,ES,42.78,-9.06,34.0,88,4,1.99,clear sky,2021-01-05 06:18:45
518,Chernyshevskiy,RU,63.01,112.47,-21.71,88,100,9.55,overcast clouds,2021-01-05 06:18:45
519,Iranshahr,IR,27.2,60.68,48.2,16,0,4.7,clear sky,2021-01-05 06:18:46
520,Wajima,JP,37.4,136.9,41.0,86,75,10.29,broken clouds,2021-01-05 06:18:46
521,Kazachinskoye,RU,57.7,93.28,-18.62,85,15,7.25,few clouds,2021-01-05 06:18:46
522,Acajutla,SV,13.59,-89.83,76.71,78,4,7.52,light rain,2021-01-05 06:18:46
523,Kokstad,ZA,-30.55,29.42,67.48,79,94,3.09,overcast clouds,2021-01-05 06:18:47
524,Tura,IN,25.52,90.22,78.42,42,100,3.38,overcast clouds,2021-01-05 06:18:47
525,Wamba,NG,8.93,8.6,71.42,26,10,1.05,clear sky,2021-01-05 06:18:47
526,Arman,RU,59.7,150.17,-6.14,79,99,10.67,overcast clouds,2021-01-05 06:18:47
527,Ukiah,US,39.15,-123.21,42.8,87,20,4.7,few clouds,2021-01-05 06:16:25
528,Saint Anthony,US,45.02,-93.22,28.4,92,1,3.36,clear sky,2021-01-05 06:18:48
529,Saint-Denis,FR,48.92,2.33,37.99,100,90,6.93,overcast clouds,2021-01-05 06:18:48
530,Xichang,CN,27.9,102.26,62.01,36,100,3.4,overcast clouds,2021-01-05 06:18:48
531,Vao,NC,-22.67,167.48,79.32,85,72,26.26,broken clouds,2021-01-05 06:18:48
532,Acapulco,MX,16.86,-99.89,75.74,80,1,4.47,clear sky,2021-01-05 06:18:14
533,Erzin,TR,36.96,36.2,54.0,48,1,11.99,clear sky,2021-01-05 06:18:49
534,North Battleford,CA,52.78,-108.28,15.8,72,75,16.11,broken clouds,2021-01-05 06:18:49
535,Povenets,RU,62.85,34.83,14.47,96,78,4.47,broken clouds,2021-01-05 06:18:49
536,Beaufort,MY,5.35,115.75,86.0,70,20,4.7,few clouds,2021-01-05 06:18:50
537,Praia,CV,14.92,-23.51,69.8,83,20,8.05,few clouds,2021-01-05 06:18:50
538,Anadyr,RU,64.75,177.48,-14.01,75,0,13.42,clear sky,2021-01-05 06:18:50
539,Paamiut,GL,61.99,-49.67,30.87,99,100,18.48,snow,2021-01-05 06:18:50
540,Yeppoon,AU,-23.13,150.73,89.6,49,75,8.05,broken clouds,2021-01-05 06:18:50
541,Kalmunai,LK,7.42,81.82,83.19,75,75,6.69,light rain,2021-01-05 06:18:51
